time,asset_id,name,kpi,sum,avg,min,max
2024-03-02T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,power,,"0,00303148573247128","0,000102980034412413","0,0116168372409872"
2024-03-02T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,consumption_working,"0,0387866243454674","0,00893324759030852",0,"0,0173792789479298"
2024-03-02T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,consumption_idle,"0,00319314312559595","0,000334117425626315","0,0000746076807755351","0,00385204972316217"
2024-03-02T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,cost,0,"0,00269678663005936",0,0
2024-03-02T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,cost_working,0,0,0,0
2024-03-02T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,cost_idle,0,0,0,0
2024-03-02T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,cycles,0,0,0,141
2024-03-02T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,good_cycles,0,5694,0,141
2024-03-02T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,bad_cycles,0,0,0,0
2024-03-02T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,average_cycle_time,,0,0,0
2024-03-03T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,working_time,0,0,0,0
2024-03-03T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,idle_time,0,0,0,0
2024-03-03T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,offline_time,0,0,0,0
2024-03-03T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,consumption,0,0,0,0
2024-03-03T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,power,,0,0,0
2024-03-03T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,consumption_working,0,0,0,0
2024-03-03T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,consumption_idle,0,0,0,0
2024-03-03T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,cost,0,0,0,0
2024-03-03T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,cost_working,0,0,0,0
2024-03-03T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,cost_idle,0,0,0,0
2024-03-03T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,cycles,0,0,0,0
2024-03-03T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,good_cycles,0,0,0,0
2024-03-03T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,bad_cycles,0,0,0,0
2024-03-03T00:00:00Z,ast-5aggxyk5hb36,Medium Capacity Cutting Machine 2,average_cycle_time,,0,0,0
